,idx,trans_txt
384,3696,"만약 갑자기 속이 쓰리면 빠르게 효과를 보는 액상 형태의 제산제를 사용하고, 만일 2주 이상 속 쓰림이 계속된다면 병원을 방문하는 것이 좋습니다."
385,3697,"소화불량약을 복용하고 자극적인 음식을 섭취하면 박테리아에 의해 발생하는 설사는 체내에서 물과 복통, 미열, 오한 같은 증상을 동시에 유발할 수 있습니다."
386,3698,"물 설사 증상이 있을 때는 로페라마이드 성분의 약을, 일반적인 심하지 않은 설사의 경우에는 스멕타이트 성분의 약을 먹을 수 있습니다."
387,3699,스멕타이트는 안전하고 소아과에서 아이들의 설사에 사용할 수 있습니다.
388,3700,"상처가 빨갛게 부어오르거나 열이 느껴진다면, 상처 부위에 항생제 성분이 들어 있는 후시딘이나 마데카솔케어와 같은 상처 연고를 발라서 감염을 예방할 수 있습니다."
389,3701,"후시딘은 항생제 성분에 내성이 생길 수 있으므로, 7일 이내로 사용하는 것이 좋습니다. 또한, 종기, 화농성 염증, 화상, 꿰맨 상처 등에 사용할 수 있습니다."
390,3702,마데카솔은 종류에 따라 다양한 용도로 사용할 수 있습니다.
391,3703,"편의점에서 마데카솔 연고와 겔, 분말 타입을 구입할 수 있어요. 이 제품들은 피부 재생에 도움을 주는 식물성 원료만 포함되어 있어서 장기간 사용해도 괜찮아요. 또한 미세한 찰과상에 적합해요."
392,3704,마데카솔케어는 약국에서 살 수 있으며 항생제를 포함하고 있습니다. 복합마데카솔은 항생제와 스테로이드를 함께 사용하여 7일 이내에 염증을 완화시킬 수 있습니다.
393,3705,"상처 연고와 흉터 연고는 항생제를 함유하고 있지만, 그들의 목적과 효과는 완전히 다릅니다."
394,3706,노스카나와 더마틱스 울트라는 대표적인 흉터 연고입니다. 이 제품들을 사용하시면 도움이 될 것입니다.
395,3707,"습윤밴드메디폼, 듀오덤, 이지덤 등의 습윤밴드는 피부가 긁혔거나 베였을 때 딱지가 생기기 전에 붙여 사용하면, 물이나 먼지로부터 상처를 보호해줍니다."
396,3708,상처에 생긴 진물을 보존하여 자연 치유를 도와주지만 항생제 성분은 포함되어 있지 않습니다.
397,3709,연고를 발라서 습윤밴드를 사용하면 상처 치유에 방해될 수 있습니다.
398,3710,고객들에게 도움이 되는 조언은 상처를 치료하는 데 도움이 되는 약을 역할한다고 할 수 있어요.
399,3711,‘빨간약’이라는 별칭으로 알려진 포비돈 요오드나 과산화수소수는 흉터 없이 치료되는 방법입니다. 소독약은 상처 주변에 사용하는 것이 가장 효과적입니다.
400,3712,"흉터를 최소화하기 위해, 우선 상처 부위를 깨끗한 물로 세척한 후, 습윤밴드를 부착해주세요."
401,3713,"좋은 결과를 얻기 위해, 2~3일마다 습윤밴드를 교체하여 상처를 보살피고 딱지가 떨어질 때까지 사용하세요."
402,3714,"만약 상처가 염증과 부종으로 붉게 부어오르거나 치료가 지연된 상처라면, 습윤밴드 대신 상처 연고를 사용해야 합니다."
403,3715,고객들이 흉터가 완전히 아물고 딱지가 없어지면 흉터 연고를 세심하게 발라드려드립니다.
404,3716,"쿨파스는 상처나 가벼운 골절에 적합한데, 그 이유는 냉감 효과로 피부 열을 식히고 염증과 부기를 완화시켜줘요."
405,3717,"핫파스는 뜨거운 열감으로 혈액순환을 촉진시키며, 진통 및 소염 성분을 피부로 침투시키는 것으로 알려져, 만성 관절염이나 신경통에 도움이 됩니다."
406,3718,일반적으로 대부분의 제품은 12시간 사용 후 제거하는 것이 좋습니다.
407,3719,벌레에 물린 상처에는 먼저 깨끗한 물로 씻은 후 연고를 발라주세요. 이렇게 하면 2차 감염을 예방할 수 있어요.
408,3720,"가려움이 심할 때는 성분에 히드로코르티손이나 프레드니솔론이 함유된 제품을 사용하고, 가려움과 통증을 완화하기 위해서는 멘톨, 디펜히드라민, 디부카인염산염, 캄파 등의 성분이 함유된 제품을 선택하세요."
409,3721,추가적으로 위생용품을 준비하여 고객들을 위해 더욱 친화적인 서비스를 제공할 수 있습니다.
410,3722,약을 변질되지 않게 보관하려면 약의 특성에 알맞게 잘 보관해야 해요.
411,3723,중요한 점은 햇빛을 피하고 건조한 곳에 보관하는 것입니다.
412,3724,약은 빛이나 습기에 노출되면 효과가 감소하거나 독성 물질을 발생시킬 수 있습니다.
413,3725,"일반적인 상비약은 실온에 보관해주세요. 직사광선이나 습기, 고온은 피하시기 바랍니다."
414,3726,"안전하게 사용하기 위해 약품 설명서와 함께 보관하는 것을 권장하며, 일부 항생제나 시럽은 냉장 보관도 필요합니다."
415,3727,연고를 사용하기 위해서는 안전한 실온 보관을 위해 면봉에 따로 덜어 사용해야합니다.
416,3728,"만약 상처에 즉시 연고를 바르신 경우, 적당한 양을 면봉 등으로 닦고, 연고를 약간 짜서 덜어내신 후 사용하시면 됩니다."
417,3729,"전에 개봉하지 않은 제품은 유효기한까지 보관할 수 있지만, 만약 사용한 경우에는 뚜껑을 열어 개봉일을 표기하여 사용기한을 확인하실 수 있도록 보관해주세요."
418,3730,"소독약은 개봉 후 뚜껑을 잘 닫은 채, 직사광선이 닿지 않는 곳에 보관해야 고객님의 안전을 위해 유지됩니다."
419,3731,"탈지면이나 거즈에 소독액을 덜어서 사용하면, 오염을 예방할 수 있어요!"
420,3732,액체 소화제도 알약처럼 실온에 보관하는 것이 안전합니다.
421,3733,"약을 냉장 보관할 경우, 약의 차가운 온도가 소화 장애를 일으킬 수 있습니다."
422,3734,"항생제 중 일부는 약의 특성상 시럽 형태로 냉장 보관해야하지만, 일반적으로 냉장 보관시 침전물이 생길 수 있습니다."
423,3735,너무 더운 곳이나 직사광선이 닿지 않는 실온에서 보관하면 문제가 없어요.
424,3736,"집에 아이가 있을 경우, 시럽 형태의 해열제를 반드시 준비하셔야 합니다."
425,3737,적절한 약 보관을 위해서는 상온 저장이 가장 적합합니다. 냉장 보관 시 침전이 발생할 수 있습니다.
426,3738,약은 언제까지 보관하실 겁니까? -> 약은 언제까지 보관하실 생각이세요?
427,3739,"약은 일반적으로 2∼3년 정도의 유효기간이 있으며, 한번 개봉한 의약품은 개봉 후 사용기간이 짧습니다."
428,3740,약품의 효능을 유지하기 위해서는 개봉 후 산소 접촉으로 인해 농도가 빠르게 감소됩니다.
429,3741,"만료된 약품은 효능이 줄어들어 기대했던 효과를 얻을 수 없으므로, 폐기하는 것이 고객들에게 더욱 친절한 조치입니다."
430,3742,플라스틱 통에 한꺼번에 담긴 고체 알약은 개봉일부터 1년 동안 유효합니다.
431,3743,"약국에서 조제한 알약은 2개월 이내, 가루약은 1개월 이내 복용하되, 남는 약은 즉시 폐기해야 합니다."
432,3744,액체 형태의 시럽제와 인공눈물과 같은 점안액은 개봉 후 1개월 이내 사용하셔야 합니다.
433,3745,"안약은 눈에 자주 사용되기 때문에 1개월 이내에 색이 바랐다면 버리고, 방부제가 없는 1회용 인공눈물은 개봉 후 하루 이내로 사용하는 것이 좋습니다."
434,3746,"연고를 사용하실 때, 유효기간은 미개봉 시에는 길지만 개봉 후에는 6개월 정도로 추천됩니다."
435,3747,"의약품의 유통기한이 지나거나 유효기간을 넘은 경우, 쓰레기통 대신에 전용 수거함을 이용해 주세요."
436,3748,의약품의 화학 성분은 자연 분해가 어려워 환경 오염을 초래하여 우리 모두에게 피해를 줄 수 있습니다.
437,3749,"알약이나 조제약, 연고와 같은 폐의약품은 가까운 약국이나 보건소에 비치된 수거함에 버리는 것이 편리하고 친절한 서비스입니다."
438,3750,가족과 함께 행복한 겨울을 맞이하기 위한 유용한 정보를 제공하는 KB골든라이프X 브리핑입니다!
439,3751,요즘은 정보가 너무 많아서 필요한 정보를 놓치는 경우가 많아요.
440,3752,"KB골든라이프X는 금융 전문가들이 제공하는 재테크 정보와 헬스케어, 은퇴설계, 라이프뉴스 등 다양한 서비스를 한 곳에서 제공하는 온라인 플랫폼입니다."
441,3753,회원 가입과 로그인 절차가 간단하며 필요하지 않습니다.
442,3754,누구나 편리하게 KB골든라이프X에 접속하기 위해 KB모바일인증서를 간편하게 사용할 수 있습니다.
443,3755,신규 가입하시면 많은 혜택을 받으실 수 있습니다!
444,3756,풍요로운 삶을 위한 유용한 정보를 제공해 드립니다!
445,3757,매일 매일 업데이트되는 다양한 내용과 이벤트 혜택으로 고객을 위한 최상의 경험을 제공해드립니다.
446,3758,"KB골든라이프X에 접속하면, 당신의 일상이 더욱 풍요롭고 즐거워질 것입니다."
447,3759,"""쉬우면서도 간편한 방법으로 이 글을 제공합니다."""
448,3760,KB스타뱅킹을 설치하고 KB모바일인증서를 발급받으면 KB골든라이프X에 간편하게 로그인할 수 있습니다.
449,3761,"자신이 삼단 같은 머릿결을 연상하며 잠시 시간을 내보기를 원하는 고객을 위해 이 글을 고객친화적인 한 문장으로 바꿔드리겠습니다. ""조금 시간을 내어 마음을 비우고 머리를 정리해보는 것을 추천드립니다."""
450,3762,지금 제 머리카락과 두피의 상태는 어느 정도 차이가 있는지 궁금합니다.
451,3763,고객님들이 원하시는 머릿결을 현실로 이루기 위한 셀프 진단과 케어법에 대해 안내해 드리겠습니다.
452,3764,"변화를 원할 때, 여러분의 습관을 점검하고 바꿀 수 있습니다!"
453,3765,고객님께서는 건강한 모발과 두피를 되찾기 위해 일상 생활 습관을 점검할 필요가 있습니다.
454,3766,"You may want to ensure that you dry your wet hair with cool air, rinse your shampoo thoroughly, and ensure that you have a sufficient intake of nutrients."
455,3767,하나씩 바꾸면서 몸에 이로운 습관을 가지는 것은 모발과 두피뿐 아니라 신체 전반에도 긍정적인 영향을 줄 수 있을 것입니다.
456,3768,두피를 꼼꼼히 살피시면 건강한 두피와 매끄러운 모발을 얻을 수 있습니다.
457,3769,만약 두피에 열감이나 붉은 증상이 있다면 지루성두피염 등의 가능성이 있을 수 있으니 주의깊게 살펴보세요. 필요하다면 전문의에게 진단 받으시는 것을 권해드립니다.
458,3770,조금만 더 신경 쓰면 건강한 두피와 모발을 얻을 수 있으니 노력해보세요.
459,3771,마사지와 셀프 케어로 두피를 케어하고 혈액순환을 개선하며 수분을 공급하세요!
460,3772,차가운 계절에는 두피와 모발이 쉽게 문제가 생길 수 있어요.
461,3773,잘 관리된 두피와 머리카락을 유지하기 위해서는 미리 정전기 관리를 해야 합니다. 축하드립니다!
462,3774,당신은 매우 똑똑하고 영리한 사람이시군요!
463,3775,"금방 회복할 수 있는 건강한 상태로, 일시적인 문제가 있을지라도 도움이 됩니다."
464,3776,매끈한 머리카락을 유지하면서 시간을 거슬러 다니세요.
465,3777,맥주 효모는 명성 높은 영양소로 알려진 훌륭한 식품입니다.
466,3778,각종 영양분 중에서도 풍부한 비타민 B군 함유로 탈모 예방과 모발 건강에 도움이 된다는 사실이 알려져 있습니다.
467,3779,"맥주 효모, 꿀, 올리브 오일을 3:1:1 비율로 섞은 후, 섞은 혼합물을 고루 발라두고 20분 동안 방치한 다음 물로 씻어내세요."
468,3780,한 번 사용으로도 매끄러운 머리카락을 누릴 수 있는 효과가 즉각적으로 나타나는 달걀팩단백질이 함유된 헤어팩입니다.
469,3781,달걀흰자는 단백질이 풍부한 대표적인 식품입니다.
470,3782,10분 정도 지난 후 머리카락에 달걀흰자와 올리브 오일을 섞어 발라두고 헹궈주세요.
471,3783,헹굴 때에는 반드시 미지근한 물을 사용해 주세요.
472,3784,"높은 온도의 물로 씻으면, 달걀 성분이 머리카락에 끼어들어 엉겨 붙을 수 있어요."
473,3785,바나나와 꿀로 만든 헤어팩은 당신의 머리카락에 탄력을 더해줄 수 있어요!
474,3786,비타민 A가 풍부하여 각질을 제거하고 두피 관리에도 도움이 되는 글입니다.
475,3787,"바나나팩 제작 시에는 물을 첨가하여 곱게 갈아야, 머리카락 사이에 뭉쳐지지 않고 쉽게 씻어낼 수 있어요."
476,3788,모발을 적시기 전 충분히 적셔야 이로운 생활 습관샴푸 할 수 있습니다!
477,3789,머리와 두피를 씻기 위해 1분 이상 물에 흠뻑 적셔 보세요!
478,3790,"모발과 두피를 충분히 젖히면, 샴푸 거품이 풍성하게 만들어지고 두피 각질을 효과적으로 제거할 수 있어요."
479,3791,"""비타민 B군을 충분히 섭취한 사람들은 모발이 더 많다는 연구 결과가 있습니다."""
480,3792,"비타민 B군은 닭고기, 달걀, 바나나, 돼지고기, 콩과 같은 다양한 식품에서 풍부하게 함유되어 있습니다."
481,3793,자외선이 강한 시간에는 모자를 쓰는 것이 좋습니다.
482,3794,긴 시간 동안 강한 자외선에 노출되면 헤어와 두피가 건조해져 빠르게 푸석해진다.
483,3795,외출할 때마다 모자를 습관처럼 착용하도록 권해드립니다!
484,3796,비듬은 원인이 다양한 피부 문제입니다.
485,3797,"건조한 환경은 일시적으로 발생할 수 있지만, 곰팡이균과 바이러스에 의한 지병의 가능성도 있습니다."
486,3798,"전문가의 정확한 진단과 처방이 비듬 문제 해결에 가장 효과적이니까, 그걸 먼저 고려해봐요."
487,3799,김장 계절이 돌아와 고객님들을 위해 한 해 동안 먹을 김치를 준비하고 있습니다.
488,3800,저희는 김치를 담근 것에 대한 뿌듯함을 경험하신 후에 찾아오는 손목 통증에 대해 알아보고자 합니다.
489,3801,김치를 담그는 '김장'은 김치의 맛은 물론이고 손목 건강에도 신경을 써야 하는 어려운 작업입니다.
490,3802,절인 배추에 양념을 버무리고 속을 일일이 넣어 완성하는 작업은 손목의 힘이 많이 필요한 노동입니다.
491,3803,"절인 배추는 일반 배추보다 무게가 2배 이상 무거워요, 약 2kg입니다."
492,3804,"손목에 지속적으로 무리한 힘을 가하면, 배추를 옮기고 썰고 양념을 섞을 때 통증이 발생할 수 있습니다."
493,3805,김장이 끝나고 손이 아프고 저리면 손목터널증후군이 생길 수 있어요.
494,3806,손목터널증후군은 손목 근육이 뭉치고 인대가 두꺼워져서 손에 통증과 저림이 생기는 증상입니다.
495,3807,"손가락의 엄지, 중지, 검지와 약지의 저림과 함께 손목에 통증이 있으며 심한 경우 근육이 위축될 수 있습니다."
496,3808,"2010년에는 12만9,857명이었던 손목터널증후군 환자 수가 2019년에는 17만7,066명으로 36% 증가했습니다."
497,3809,"김장 후 생기는 손목 저림은 방치하면 악화될 수 있어서 신경 손상이 심각해질 수 있는데요, 조기에 증상에 대해 신경 쓰시는 것이 좋아요."
498,3810,"통증이 1주 이상 지속되면 전문의 상담이 필요할 수 있으니, 손바닥 근육 위축에 대해 수술 고려도 필요한 경우도 있습니다."
499,3811,김장 시 손목 통증을 예방하는 한 가지 방법은 김장하는 동안 손목을 풀어주는 스트레칭을 자주 해주는 것입니다.
500,3812,물론 김장 재료를 다지거나 채 썰 때 손목에 충격을 받지 않는 믹서와 채칼을 사용하면 편리하실 겁니다.
501,3813,"칼을 사용할 때, 푹신하고 두꺼운 손잡이가 도움이 됩니다."
502,3814,"고객들께서 편안한 상태에서 팔꿈치를 몸에 붙이고, 손잡이를 엄지와 검지로 잡아 썰어줄 수 있는 체중을 이용해드립니다."
503,3815,"손목이 약하신 분들은 보호대를 착용하시고, 고무장갑 안에 얇은 면장갑을 착용하셔서 손을 따뜻하게 유지하실 수 있습니다."
504,3816,"따뜻한 물에 손을 담그고 5분에서 10분 정도 주먹을 쥔 다음 펴면, 시큰거리는 통증을 완화시킬 수 있습니다."
505,3817,"김장증후군은 김장 작업 후에 무릎, 손목, 허리 등에서 통증을 느끼는 현상입니다. 이제 우리는 이 증후군에 대해 알아보겠습니다."
506,3818,고관절 충돌 증후군은 고관절과 골반 사이에서 연골 조직이 끼여서 움직임이 제한되고 통증이 발생하는 질환입니다.
507,3819,김장하면서 오래 앉아있는 자세는 고관절 충돌 증후군의 원인이 됩니다. 하지만 우리는 고객의 편의를 위해 이를 개선할 수 있는 방법을 제공하고 있습니다.
508,3820,"손님들께서는 양 다리를 벌리는 자세에서 저릿한 통증을 느끼시며, 오랜 시간 동안 같은 자세로 앉아 계시다가 일어날 때 극심한 통증이 생기신다고 합니다."
509,3821,만약 누운 상태에서 무릎을 안쪽으로 돌릴 때 계속해서 찌릿하게 아픈 증상을 느낀다면 병원을 찾아보는 것이 좋습니다.
510,3822,"""팔꿈치 통증은 테니스 엘보김장할 때 팔꿈치가 과도하게 부담 받을 수 있는 부위입니다."""
511,3823,"팔꿈치 바깥쪽 근육에 부담이 많아지면 염증이 생기고, 매우 아픈 고통을 겪게 됩니다."
512,3824,만약 손등 방향으로 손목을 자주 젖힌다면 통증이 심해지고 운동이 제한될 수 있으니 주의하세요.
513,3825,"증상이 심해지면 주의가 필요하다, 가벼운 동작마저 어려워질 수 있어요."
514,3826,허리 통증과 허리 디스크는 기온이 낮아지면 근육의 경직으로 인해 보호되어야 합니다.
515,3827,장시간 바닥에 앉아 추운 날씨에 같은 자세를 유지하면 허리 근육과 인대가 긴장되어 척추 질환이 발생할 수 있습니다.
516,3828,"초기에는 작은 통증으로 시작하며, 중기를 지나면 엉덩이와 발, 다리가 저리는 등의 증상이 나타나 일상 생활에 어려움을 겪게 될 수 있습니다."
517,3829,회전근개는 어깨를 움직이는 역할을 하는 4개의 근육이며 회전근개 파열로 인한 어깨 통증이 있을 수 있습니다.
518,3830,너무 무거운 물건을 옮기거나 큰 양의 음식을 다룰 때 등을 과도하게 사용하면 어깨의 회전근개를 다치게 할 수 있어요.
519,3831,김장할 때는 대야를 조금씩 여러 번 옮기고 스트레칭을 하면서 자주 일어나 허리와 무릎을 펴주시면 좋습니다.
520,3832,김장증후군을 잊게 하는 스트레칭은 작업 중간마다 충분한 휴식을 취하는 것이 가장 좋은 방법입니다.
521,3833,가끔씩 일어나서 가벼운 전신 스트레칭을 하고 5분 동안 주변을 걸으며 척추와 관절의 긴장을 풀어야 합니다.
522,3834,느긋하게 척추목과 허리를 뒤로 젖혀 활모양 스트레칭을 해보세요.
523,3835,손을 허리에 얹고 고관절을 양발을 어깨너비로 벌리며 허리를 돌리면서 원을 그리세요.
524,3836,"고객의 편의를 생각하여 양손을 깍지에 끼고 서로 맞잡은 후, 손목을 부드럽게 돌려서 ‘8’자 모양을 만들어보세요."
525,3837,가을을 보내시는 것을 도와드릴까요?
526,3838,당신의 가을을 더욱 풍성하고 풍요롭게 만들어 줄 정보를 알려 드리겠습니다!
527,3839,감사합니다. 좋은 정보를 제공해 드려서 기쁩니다.
528,3840,감사합니다! 저희는 더욱 강화된 정보를 제공하고 있으니 많은 이용 부탁드립니다!
529,3841,KB골든라이프X 브리핑이 10회째 업데이트되었습니다.
530,3842,겨울철에 가장 큰 문제는 눈길에서 미끄러져 쓰러지는 낙상 사고입니다.
531,3843,지금 하체 근력을 향상시켜 탄탄하고 단단한 몸을 만들어줄 운동을 시작할 때입니다.
532,3844,웃을 일이 생기는 것은 하체 근육이 더욱 강해질 때입니다.
533,3845,"40대를 지나면서 몸의 근육은 빠르게 감소하므로, 운동을 하지 않으면 허리를 지탱하는 엉덩이와 허벅지 근육이 약화될 수 있습니다."
534,3846,근육이 약해지면 뼈의 골밀도도 함께 감소한다는 것을 기억해주세요.
535,3847,"만약 하체 근육량이 감소한다면 골다공증, 관절염, 낙상, 그리고 골절과 같은 위험에 노출될 가능성이 높아질 수 있습니다."
536,3848,"엉덩이 근육은 근력의 핵심이며, 몸의 중심을 잡아주는 역할을 합니다."
537,3849,근육이 단련되면 어떤 운동을 하든 신체 균형이 향상되어 빠른 근육 증가가 가능합니다.
538,3850,하체 근육의 훈련은 에너지 저장과 사용량을 더욱 향상시킬 수 있어요.
539,3851,하체 운동은 칼로리 소모량을 증가시키고 기초대사량을 높여줌으로써 근육에 산소와 영양을 원활히 공급하여 혈액순환을 개선하는데 도움을 줍니다.
540,3852,이 글은 군살 제거와 섹시한 하체 라인을 얻을 수 있는 것이 특징인 고객을 위한 글입니다!
541,3853,"근력운동은 매일 10분만 해도 1년 후에는 20%까지 근력을 향상시킬 수 있으므로, 걷기와 같은 유산소운동과 근력운동을 6:4 비율로 꾸준히 실천하는 것이 중요합니다."
542,3854,이용자분들을 도울 수 있는 팁이면 좋겠네요! 하체 운동을 추천해드려요!
543,3856,전신을 풀어주는 워밍업은 운동을 할 때 부상을 방지하기 위해 필수입니다.
544,3857,"플랭크 자세를 유지하면서 엉덩이를 바닥으로 내리고, 천장을 바라보며 고개를 젖히고 가슴을 열며 상체를 스트레칭하는 가벼운 워밍업 동작입니다."
545,3858,"손바닥으로 바닥을 밀면서 엉덩이를 천장으로 치켜들고, 시선은 바닥을 향하며 몸을 삼각형 모양으로 만듭니다."
546,3859,스쿼트 동작을 1분동안 반복합니다.
547,3860,서서 좀더 어깨 너비보다 살짝 넓게 다리를 벌려주세요.
548,3861,발끝은 약 11자 정도 외부로 향하고 있습니다.
549,3862,천천히 엉덩이를 바닥으로 내리며 손을 가슴 앞으로 가져와 의자에 앉는 자세를 취해주세요.
550,3863,"허벅지는 바닥과 평행하며, 발끝과 무릎이 일직선이 되도록 하고, 무릎은 안쪽으로 모이면 안 됩니다."
551,3864,서서히 엉덩이를 모으며 다시 일어선다.
552,3865,"3세트로 나누어, 각 세트마다 10회씩 반복합니다."
553,3866,"편안하게 일어나기 위해, 무게중심을 중앙에 두고 앉아주세요!"
554,3867,일어날 때는 발뒤꿈치를 이용하여 몸을 힘차게 올려보세요.
555,3868,확실한 자극을 느끼는 것은 올바른 자세의 중요한 요소입니다.
556,3869,탄력 밴드를 사용하여 사이드스텝 스쿼트를 하는 것은 더 효과적인 운동입니다.
557,3870,"함께 해보세요! 탄력 밴드를 허벅지에 끼운 후, 정면을 바라보며 손을 가슴 앞으로 모으고 무릎을 구부려 스쿼트 자세를 취한 뒤, 왼쪽과 오른쪽으로 번갈아 이동해보세요."
558,3871,반복 횟수는 10~15회입니다.
559,3872,"무릎은 안쪽으로 모이면 안되고, 무릎과 발끝 사이의 간격은 동일하게 옆으로 움직여야 합니다."
560,3873,고객 편의를 위해 매트 위에 편안히 누우신 후 천장을 응시하시고 무릎을 구부리셨습니다.
561,3874,"무릎이 안 좋거나 엉덩이 힘이 부족한 경우, 발끝은 11자를 유지하면서 다리를 골반 너비로 벌리되, 약간 바깥으로 향할 수 있습니다."
562,3875,엉덩이와 복부에 약간의 압력을 가하면서 천천히 골반을 들어올려 엉덩이와 허리가 일직선이 될 수 있도록 해주세요.
563,3876,"""Push up from the heel, rather than the toes, to make it more effective."""
564,3877,"바닥에 내려갈 때는 천천히 등부터, 허리, 그리고 꼬리뼈 순서로 내려갑니다."
565,3878,고객님은 15번을 3세트씩 시행하시게 됩니다.
566,3879,자세 교정은 TIP코어 약함이나 골반 틀어짐과 같은 문제를 해결하는 데에 효과적입니다.
567,3880,"엉덩이와 배를 너무 많이 움켜잡지 말고, 허리가 아프지 않도록 좌우 골반을 균형 있게 유지해야 합니다."
568,3881,"고객 모두를 위해, 매트 위에서 편안하게 눕고 허벅지 사이에 탄력 밴드를 사용하세요."
569,3882,"한 분 동안, 발바닥을 바닥에 붙이고 무릎을 세워 엉덩이를 들어 올리는 브릿지 자세에서 엉덩이를 위아래로 들어 올렸다 내렸다 하는 동작을 반복해 보세요. (런지)"
570,3883,서있을 때는 다리를 어깨너비로 벌리고 양손을 허리에 놓습니다.
571,3884,오른쪽 다리를 앞으로 내딛으면서 무릎을 구부려서 상체를 아래로 내립니다.
572,3885,"앞 다리는 ㄱ자 모양이며, 뒷 다리는 ㄴ자 모양으로 구부러져 무릎은 직각을 이루고 종아리와 지면이 수직입니다."
573,3886,고객님은 오른쪽 다리를 뒤로 가져와 다시 처음 자세로 돌아오십니다.
574,3887,"반복해서, 양쪽 다리를 번갈아 20회, 4세트 실행하십시오."
575,3888,한쪽 다리씩 제자리에서 연습하면 중심을 잡기 힘들 때도 도움이 됩니다.
576,3889,"발을 휘지 않게 하고, 척추를 일직선으로 유지하는 것이 바른 자세입니다."
577,3890,"발 앞쪽에 중심을 두거나 무릎이 발끝을 넘어가면 무릎에 부담이 생기고, 엉덩이가 뒤로 빠지거나 허리가 과하게 꺾일 수도 있으니 조심하세요."
578,3891,두 손에 1kg 아령이나 물로 채운 생수병을 들고 런지 동작을 합니다. T밸런스
579,3892,다리를 모아서 곧바로 선다는 문장입니다.
580,3893,"한 다리를 앞으로 내밀어 무릎을 구부리고, 다른 다리는 곧게 펴주세요."
581,3894,"발바닥 앞쪽만 지면에 닿을 수 있는 상태여도 발뒤꿈치는 들리지 않으며, 중심 잡기가 편리하다면 팔을 곧게 뻗어 머리 위로 올려도 됩니다."
582,3895,"손을 가슴 앞으로 모아 기도하는 자세를 취한 후, 왼발을 단단히 지탱하며 시선을 서서히 내리고 천천히 상체를 숙인 뒤, 오른발을 뒤로 뻗어봅시다."
583,3896,"이 문장은 ""두 다리를 곧게 편 상태로 유지합니다.""로 바꿔 드릴 수 있습니다."
584,3897,팔을 천천히 앞으로 뻗어서 몸 전체가 T자 모양이 되도록 해보세요.
585,3898,"30초 동안 호흡에 집중하고 일정한 자세로 유지한 후, 반대편도 동일한 방법으로 반복합니다."
586,3899,"무릎을 펴고 복부에 힘을 주는 것이 중요한데, 이는 코어 힘으로 버티는 방법입니다."
587,3900,"버티를 오래 하면 신체 근력이 향상되고, 한 발로 서는 것으로 인해 균형감각도 더 좋아집니다."
588,3901,"천천히 오른쪽 다리를 구부려, 오른쪽 팔로 발목을 잡는 동작을 취하며 몸 전체가 T자 모양이 되도록 해보세요."
589,3902,왼팔을 앞으로 뻗어 상체의 중심을 잡으면서 상체를 살짝 들린 상태처럼 하는 동작이에요. [ 슈퍼맨 동작 ]
590,3903,"먼저, 복부를 바닥에 대고 엎드리고 두 팔과 다리를 적절히 벌려주세요."
591,3904,고객 분의 머리를 조금 올려 시선을 바닥쪽으로 향하도록 도와드리겠습니다.
592,3905,"서서히 숨을 들이 마시면서 상체와 하체를 함께 들어 올립니다, 이렇게 해보세요."
593,3906,"고객님은 들어올린 상태에서 10~30초 동안 자세를 유지하고, 천천히 상체와 하체를 함께 내리는 것이 좋습니다."
594,3907,15회를 1세트로 3세트를 반복하게 됩니다.
595,3908,"팔과 다리를 들 때, 턱을 너무 많이 치꼬들지 않도록 주의하고, 어깨와 귀 사이에 간격을 유지해주세요."
596,3909,"바른 자세는 상체와 하체를 들어 올렸을 때 몸이 아름다운 곡선을 그리며 균형을 유지하는 것을 의미하며, 너무 허리를 굽히거나 상체나 하체 중 한 부위에만 집중해서 올라가지 않도록 주의해야 합니다."
597,3910,응용 동작 짐볼을 두 다리 사이에 끼우고 동작해 보세요. 그러면 코어와 엉덩이 근육의 자극을 더 느낄 수 있을 거예요. (덩키 킥)
598,3911,손과 무릎을 바닥에 대고 누워있는 자세를 취한다.
599,3912,"양손을 어깨 아래에, 무릎을 골반 아래에 위치시키고, 편안한 허리의 일직선을 유지해주세요."
600,3913,오른쪽 무릎을 구부린 채로 발을 공중으로 강하게 차 올리면 발바닥이 천장을 향하게 됩니다.
601,3914,"바로 뒷 허벅지와 엉덩이를 자극하며 30초 동안 반복하고, 왼쪽 다리로도 같은 동작을 반복합니다."
602,3915,"주의하여 허리가 과도하게 휘지 않도록 서 있을 때 복부에 긴장감을 유지하고, 양손과 한쪽 무릎이 균형을 잃지 않도록 중심을 잘 잡아주세요."
603,3916,허리와 허벅지가 수평이 되는 정도까지만 다리를 올리는 것이 좋습니다.
604,3917,"허벅지 뒤 근육과 힙 볼륨을 증가시키기 위해, 응용 동작으로 탄력 밴드를 사용하여 덩키 킥 동작을 반복하는 것이 효과적입니다. 또한, 싱글레그 브릿지도 도움이 될 수 있습니다."
605,3918,바닥에 눕고 다리를 골반 너비만큼 벌리고 무릎을 구부린 상태에서 한 쪽 다리를 사선으로 뻗습니다.
606,3919,"상체와 다리가 일직선을 이루도록, 엉덩이를 들어 올려 골반을 고정시키는 자세로 다리를 펴면서 손바닥은 바닥을 향하도록 해주세요."
607,3920,"버틴 후, 천천히 상체를 내리면서도 엉덩이에 힘을 유지하세요."
