,category,title,writer,date,hit,url
453,산업분석,해운업 M&A에 따른 글로벌 얼라이언스의 지각 변동,장경석,2016-04-01,4897,/kbresearch/vitamin/reportView.do?vitaminId=1003253
454,마케팅,아트 테라피(Art Therapy)의 이해와 활용,서정주,2016-03-25,3895,/kbresearch/vitamin/reportView.do?vitaminId=1003251
455,거시/경제,엔화 강세 전환이 일본 경제에 미치는 영향,김가현,2016-03-23,5833,/kbresearch/vitamin/reportView.do?vitaminId=1003250
456,자산관리,효율적 자산관리 수단으로서 ETN의 활용,이윤재,2016-03-18,4436,/kbresearch/vitamin/reportView.do?vitaminId=1003249
457,해외경제,최근 중국의 자본유출과 금융시장 영향,이정진,2016-03-16,4154,/kbresearch/vitamin/reportView.do?vitaminId=1003245
458,거시/경제,미국의 경제상황과 금리인상 여건 변화,이승훈,2016-03-11,5695,/kbresearch/vitamin/reportView.do?vitaminId=1003242
459,산업분석,"화장품산업의 새로운 트렌드, 바이오화장품",이택수,2016-03-09,7470,/kbresearch/vitamin/reportView.do?vitaminId=1003237
460,부동산,미국 밀레니얼 세대와 주택시장 진입 가능성,손은경,2016-03-04,4379,/kbresearch/vitamin/reportView.do?vitaminId=1003236
461,기타,커넥티드 카 개발 동향과 미래 변화,강서진,2016-03-02,4762,/kbresearch/vitamin/reportView.do?vitaminId=1003235
462,경영환경,지급결제 표준 경쟁과 MasterCard의 대응 사례,김예구,2016-02-26,4882,/kbresearch/vitamin/reportView.do?vitaminId=1003234
463,기타,미국 의류 소매유통시장의 변화: 오프프라이스 매장의 성장,김동우,2016-02-24,5405,/kbresearch/vitamin/reportView.do?vitaminId=1003233
464,마케팅,실태조사로 본 일본 생명보험의 고객 니즈 변화,김도연,2016-02-17,5935,/kbresearch/vitamin/reportView.do?vitaminId=1003229
465,자본시장,EMP(ETF Managed Portfolio)에 대한 이해,김주환,2016-02-05,7079,/kbresearch/vitamin/reportView.do?vitaminId=1003224
466,자산관리,모바일 가계부와 자동 저축 서비스 통합 사례 - Digit(미국),김회민,2016-02-03,5200,/kbresearch/vitamin/reportView.do?vitaminId=1003221
467,부동산,서비스드 오피스의 개념 및 현황 ,이종아,2016-01-29,6466,/kbresearch/vitamin/reportView.do?vitaminId=1003220
468,기타,가상현실 생태계의 확장과 금융서비스 적용 가능성,정인,2016-01-27,5954,/kbresearch/vitamin/reportView.do?vitaminId=1003219
469,해외경제,인도네시아 E-Money 시장 현황과 전망,박진우,2016-01-20,4443,/kbresearch/vitamin/reportView.do?vitaminId=1003218
470,마케팅,마켓플레이스에서 마케팅인큐베이터로 진화하는 O2O,박성수,2016-01-15,5981,/kbresearch/vitamin/reportView.do?vitaminId=1003215
471,자산관리,경증치매 증가에 대응한 치매신탁 도입 필요성,황원경,2016-01-13,4614,/kbresearch/vitamin/reportView.do?vitaminId=1003213
472,거시/경제,끝나지 않은 셰일가스 혁명,장경석,2016-01-06,5965,/kbresearch/vitamin/reportView.do?vitaminId=1003205
473,마케팅,웰다잉(well-dying)에 대한 인식 변화와 최근 이슈,서정주,2015-12-30,4730,/kbresearch/vitamin/reportView.do?vitaminId=1003203
474,자본시장,보험연계증권(ILS)의 이해와 투자 활용,이윤재,2015-12-28,4780,/kbresearch/vitamin/reportView.do?vitaminId=1003202
475,거시/경제,국제 금 시장 동향 및 전망,김가현,2015-12-23,4326,/kbresearch/vitamin/reportView.do?vitaminId=1003201
476,거시/경제,2015년 가계 소비지출 구조 변화 - 고령가구 증가에 따른 경제적 영향을 중심으로,이승훈,2015-12-18,5644,/kbresearch/vitamin/reportView.do?vitaminId=1003200
477,산업분석,전장고(가정용 ESS) 시장 현황과 미래,김동우,2015-12-16,5155,/kbresearch/vitamin/reportView.do?vitaminId=1003197
478,산업분석,편의점의 오프라인 인프라와 활용 사례,강서진,2015-12-09,5748,/kbresearch/vitamin/reportView.do?vitaminId=1003189
479,기타,블록체인 기술과 금융의 변화,김예구,2015-11-26,14446,/kbresearch/vitamin/reportView.do?vitaminId=1003184
480,기타,온라인 플랫폼을 통한 P2B대출의 성장과 사례,김동우,2015-11-25,5617,/kbresearch/vitamin/reportView.do?vitaminId=1003183
481,부동산,"골목길의 부활, 신흥 성장 상권의 특징 분석",서동한,2015-11-20,5469,/kbresearch/vitamin/reportView.do?vitaminId=1003182
482,자본시장,최근 국내외 ETF 시장의 변화와 특징,김주환,2015-11-18,4423,/kbresearch/vitamin/reportView.do?vitaminId=1003181
483,기타,머신러닝(Machine Learning)과 금융업 적용 사례,김회민,2015-11-13,6576,/kbresearch/vitamin/reportView.do?vitaminId=1003178
484,부동산,집주인 리모델링 임대사업의 개요 및 추진 현황,이종아 ,2015-11-11,4046,/kbresearch/vitamin/reportView.do?vitaminId=1003174
485,자산관리,디지털 기술에 의한 보험 판매채널의 진화,정인,2015-11-09,4762,/kbresearch/vitamin/reportView.do?vitaminId=1003169
486,마케팅,저성장기 소비패턴과 세컨드 브랜드 활용 사례,박성수,2015-10-28,4937,/kbresearch/vitamin/reportView.do?vitaminId=1003166
487,자산관리,국내외 건강관리서비스 사례와 금융권 활용 가능성,황원경,2015-10-23,6080,/kbresearch/vitamin/reportView.do?vitaminId=1003164
488,산업분석,"초대형 컨테이너선 발주 경쟁, 해운 치킨게임의 서막",장경석,2015-10-21,4204,/kbresearch/vitamin/reportView.do?vitaminId=1003163
489,마케팅,스낵컬처(Snack Culture)의 확산과 활용 ,서정주,2015-10-14,5306,/kbresearch/vitamin/reportView.do?vitaminId=1003159
490,거시/경제,베트남의 동화 가치 절하와 증시 영향,김가현,2015-10-07,3534,/kbresearch/vitamin/reportView.do?vitaminId=1003153
491,해외경제,최근 중국의 주택 시장 동향 및 정부 정책,이정진,2015-10-02,4182,/kbresearch/vitamin/reportView.do?vitaminId=1003150
492,거시/경제,한국의 대외채무 현황과 대외건전성 점검,이승훈,2015-09-25,5434,/kbresearch/vitamin/reportView.do?vitaminId=1003149
493,경영환경,글로벌 금융회사의 핀테크 도입과 골드만삭스 사례,강서진,2015-09-18,9364,/kbresearch/vitamin/reportView.do?vitaminId=1003146
494,기타,Intuitive Technology(직감 기술)와 금융업 적용 사례,김예구,2015-09-11,5838,/kbresearch/vitamin/reportView.do?vitaminId=1003140
504,산업분석,숙박공유 스타트업의 부상과 전통 호텔의 대응,김동우,2015-09-09,4801,/kbresearch/vitamin/reportView.do?vitaminId=1003137
505,부동산,부산 지역 주택시장의 최근 동향과 전망,서동한,2015-09-04,4532,/kbresearch/vitamin/reportView.do?vitaminId=1003067
506,자본시장,호주 자기관리퇴직연금(SMSFs)의 성장,김주환,2015-09-02,4105,/kbresearch/vitamin/reportView.do?vitaminId=1003066
507,기타,인성평가 금융업 적용 사례- Payoff(미국),김회민,2015-08-28,5170,/kbresearch/vitamin/reportView.do?vitaminId=1003065
508,부동산,주택연금 제도 변화와 가입자 분석 ,이종아,2015-08-27,4031,/kbresearch/vitamin/reportView.do?vitaminId=1003064
509,자산관리,"사물인터넷 시대, 텔레매틱스 보험 모델의 확산",정인,2015-08-21,6026,/kbresearch/vitamin/reportView.do?vitaminId=1003062
510,기타,가계복지조사(통계청)로 살펴본 국내 가구 은퇴시점과 은퇴준비,김진성,2015-08-17,4887,/kbresearch/vitamin/reportView.do?vitaminId=1003058
511,기타,1인 미디어와 MCN산업의 성장,박성수,2015-08-12,5980,/kbresearch/vitamin/reportView.do?vitaminId=1003054
512,자산관리,기금형 퇴직연금제도의 이해와 도입 효과,황원경,2015-08-07,4704,/kbresearch/vitamin/reportView.do?vitaminId=1003051
513,산업분석,풍요 속의 빈곤 소셜커머스 전망과 과제,장경석,2015-08-03,6004,/kbresearch/vitamin/reportView.do?vitaminId=1003049
514,기타,스마트 모빌리티(Smart Mobility) 현황과 전망,서정주,2015-07-29,9293,/kbresearch/vitamin/reportView.do?vitaminId=1003046
515,거시/경제,해외투자 활성화 방안의 주요 내용과 영향,김가현,2015-07-24,4718,/kbresearch/vitamin/reportView.do?vitaminId=1003045
516,자산관리,ELS인덱스펀드의 이해와 활용,이윤재,2015-07-22,4956,/kbresearch/vitamin/reportView.do?vitaminId=1003044
517,해외경제,최근 중국의 외환 유출 확대 배경과 평가,이정진,2015-07-17,4904,/kbresearch/vitamin/reportView.do?vitaminId=1003041
518,거시/경제,최근 소비자물가 동향과 하반기 전망,이승훈,2015-07-15,4406,/kbresearch/vitamin/reportView.do?vitaminId=1003040
519,산업분석,국내 백화점의 최근 실적과 주요 트렌드,정훈,2015-07-10,5149,/kbresearch/vitamin/reportView.do?vitaminId=1003036
520,기타,해외송금 핀테크 기업의 성장과 시사점,강서진,2015-07-08,7747,/kbresearch/vitamin/reportView.do?vitaminId=1003033
521,산업분석,국내외 무인이동체 산업 현황,최진웅,2015-07-03,4229,/kbresearch/vitamin/reportView.do?vitaminId=1003030
522,기타,오픈 이노베이션과 금융업의 적용 사례,김예구,2015-07-01,5391,/kbresearch/vitamin/reportView.do?vitaminId=1003029
523,산업분석,"mHealth, 의료와 모바일의 융합모델 부상",김동우,2015-06-26,5019,/kbresearch/vitamin/reportView.do?vitaminId=1003028
524,부동산,주택 임대차 관련 보증보험시장 현황 및 전망,서동한,2015-06-24,4306,/kbresearch/vitamin/reportView.do?vitaminId=1003027
525,자본시장,책임투자와 스튜어드십 코드,김주환,2015-06-19,4723,/kbresearch/vitamin/reportView.do?vitaminId=1003026
526,기타,미국의 개인 신용평점모델 개선과 금융소외자 적용 사례,김회민,2015-06-17,4794,/kbresearch/vitamin/reportView.do?vitaminId=1003024
527,부동산,상가건물 임대차보호법 개정의 주요 내용과 영향,이종아,2015-06-12,3980,/kbresearch/vitamin/reportView.do?vitaminId=1003022
528,자산관리,국내 가구의 소득 자산 구간별 부채보유 특성,김진성,2015-06-01,4415,/kbresearch/vitamin/reportView.do?vitaminId=1003013
529,마케팅,회원제상거래(Subscription Commerce)의 등장과 금융업의 활용 가능성,박성수,2015-05-29,3880,/kbresearch/vitamin/reportView.do?vitaminId=1003012
530,자산관리,금융사의 시니어고객 대상 비금융서비스 사례,황원경,2015-05-22,6378,/kbresearch/vitamin/reportView.do?vitaminId=1003010
531,마케팅,게임화(Gamification)에 대한 이해와 전망,서정주,2015-05-20,4670,/kbresearch/vitamin/reportView.do?vitaminId=1003009
532,거시/경제,일본 엔화 환율 동향과 전망,김가현,2015-05-13,7068,/kbresearch/vitamin/reportView.do?vitaminId=1002994
533,자산관리,스마트베타 전략의 이해와 활용,이윤재,2015-05-11,4403,/kbresearch/vitamin/reportView.do?vitaminId=1002993
534,해외경제,"중국 주가급등에 대한 상반된 견해, 버블 vs. 강세장",이정진,2015-05-06,4286,/kbresearch/vitamin/reportView.do?vitaminId=1002989
535,거시/경제,한국의 수출여건 점검과 산업별 수출 동향,이승훈,2015-04-30,4162,/kbresearch/vitamin/reportView.do?vitaminId=1002988
536,기타,해외 역직구 시장의 성장과 결제시장의 변화,강서진,2015-04-29,5758,/kbresearch/vitamin/reportView.do?vitaminId=1002987
537,기타,"Retail clinic, 유통과 의료의 융합모델 부상",김동우,2015-04-17,5373,/kbresearch/vitamin/reportView.do?vitaminId=1002984
538,기타,금융상품 투자금 수령/납입방식의 중요성 및 선택 설계,김예구,2015-04-15,3525,/kbresearch/vitamin/reportView.do?vitaminId=1002982
539,부동산,최근 수도권 분양시장의 주요 특징과 향후 전망,서동한,2015-04-10,3991,/kbresearch/vitamin/reportView.do?vitaminId=1002979
540,자본시장,글로벌 연기금의 자산배분 전략 변화,김주환,2015-04-08,4372,/kbresearch/vitamin/reportView.do?vitaminId=1002974
541,부동산,뉴스테이(기업형 주택임대) 정책의 이해와 영향,이종아,2015-04-03,5036,/kbresearch/vitamin/reportView.do?vitaminId=1002972
542,기타,인성평가를 활용한 신용평가 사례와 시사점,김회민,2015-04-01,4630,/kbresearch/vitamin/reportView.do?vitaminId=1002971
543,마케팅,국내외 반려동물보험 동향과 시사점,황원경,2015-03-27,4979,/kbresearch/vitamin/reportView.do?vitaminId=1002970
544,자산관리,로보 어드바이저의 부상과 자산관리 서비스의 변화,정인,2015-03-23,6759,/kbresearch/vitamin/reportView.do?vitaminId=1002969
545,마케팅,은행 브랜치의 역할과 아웃바운드 현황,박성수,2015-03-18,6306,/kbresearch/vitamin/reportView.do?vitaminId=1002967
546,자산관리,가업승계 지원제도 현황과 시사점,서정주,2015-03-09,3785,/kbresearch/vitamin/reportView.do?vitaminId=1002951
547,자본시장,벤처투자 선순환을 위한 세컨더리마켓(중간회수시장)의 역할,이윤재,2015-03-02,4867,/kbresearch/vitamin/reportView.do?vitaminId=1002948
548,기타,웨어러블 기기의 진화와 미래 금융서비스,강서진,2015-02-25,5140,/kbresearch/vitamin/reportView.do?vitaminId=1002947
558,해외경제,2015년 중국 성장률 바오치(7% 유지) 가능성 점검,이정진,2015-02-23,3291,/kbresearch/vitamin/reportView.do?vitaminId=1002945
559,거시/경제,미국의 정책금리 인상 논의와 글로벌 자금흐름 영향,이승훈,2015-02-16,5563,/kbresearch/vitamin/reportView.do?vitaminId=1002943
560,자본시장,주주행동주의와 행동주의 펀드의 성장,김예구,2015-02-04,4166,/kbresearch/vitamin/reportView.do?vitaminId=1002934
561,경영환경,독립투자자문업자(IFA) 제도 도입과 영향,김주환,2015-02-02,5144,/kbresearch/vitamin/reportView.do?vitaminId=1002933
562,기타,영국의 테크시티(Tech City)와 핀테크,김동우,2015-01-28,7479,/kbresearch/vitamin/reportView.do?vitaminId=1002932
563,부동산,행복주택의 이해 및 추진현황,이종아,2015-01-26,4454,/kbresearch/vitamin/reportView.do?vitaminId=1002930
564,자산관리,저금리시대의 저축과 레버리지 투자,김진성,2015-01-21,5201,/kbresearch/vitamin/reportView.do?vitaminId=1002927
565,경영환경,O2O 거래의 개념 및 관련 논란의 이해,정훈,2015-01-09,6651,/kbresearch/vitamin/reportView.do?vitaminId=1002916
566,부동산,2015년 미국 부동산시장 트렌드 점검,손은경,2015-01-07,3668,/kbresearch/vitamin/reportView.do?vitaminId=1002913
567,자산관리,타겟데이트(Target Date)펀드의 이해와 시사점,황원경,2015-01-05,4090,/kbresearch/vitamin/reportView.do?vitaminId=1002912
